CardId,RuleFamily,RuleCategory,Trigger,Base,Translate,WordCategory,Before,After,Answer,Outcome,Why,Why-Cym
c000886,"Soft, Contact",Article,y,dinas,city,noun-fem,Dw i'n adnabod y,yn dda.,ddinas,SM,"Feminine singular after y: d → dd, so dinas → ddinas.","Enw benywaidd unigol ar ôl y: d → dd, felly dinas → ddinas."
c000887,"Soft, Contact",Article,y,deddf,law/act,noun-fem,Bydd y,yn newid yn fuan.,ddeddf,SM,"Feminine singular after y: d → dd, so deddf → ddeddf.","Enw benywaidd unigol ar ôl y: d → dd, felly deddf → ddeddf."
c000888,"Soft, Contact",Article,’r,menyw,woman,noun-fem,Gwelais i'r,yn y siop.,fenyw,SM,"Feminine singular after ’r: m → f, so menyw → fenyw.","Enw benywaidd unigol ar ôl ’r: m → f, felly menyw → fenyw."
c000889,"Soft, Contact",Article,’r,problem,problem,noun-fem,Dyna'r,eto.,broblem,SM,"Feminine singular after ’r: p → b, so problem → broblem.","Enw benywaidd unigol ar ôl ’r: p → b, felly problem → broblem."
c000890,"Soft, Contact",Article,’r,pont,bridge,noun-fem,Mae'r,dros yr afon.,bont,SM,"Feminine singular after ’r: p → b, so pont → bont.","Enw benywaidd unigol ar ôl ’r: p → b, felly pont → bont."
c000891,None,Article,’r,rhan,part,noun-fem,Dw i'n deall 'r,gyntaf ond nid yr ail.,rhan,NONE,"rh- doesn’t show a soft-mutation change after the article, so rhan stays rhan.","Nid yw rh- yn dangos newid treiglad meddal ar ôl y fannod, felly rhan yn aros rhan."
c000892,None,Article,’r,llywodraeth,government,noun-fem,Mae'r,wedi gwneud penderfyniad.,llywodraeth,NONE,"ll- doesn’t change in soft mutation here, so llywodraeth stays the same.","Nid yw ll- yn newid yma, felly mae llywodraeth yn aros yr un fath."
c000893,None,Article,’r,llaw,hand,noun-fem,Mae'r,yn boenus heddiw.,llaw,NONE,"ll- doesn’t change here, so llaw stays llaw.","Nid yw ll- yn newid yma, felly llaw yn aros llaw."
c000894,None,Article,’r,ysgol,school,noun-fem,Dw i'n mynd i'r,bore 'ma.,ysgol,NONE,"ysgol begins with a vowel sound, so there’s no visible mutation after the article.","Mae ysgol yn dechrau gyda sain llafariad, felly does dim newid i’w weld ar ôl y fannod."
c000895,None,Article,yr,ardal,area,noun-fem,Dw i'n byw yn yr,hon.,ardal,NONE,"yr is the article used before a vowel. Vowel-starting words don’t show soft mutation, so ardal stays ardal.","yr yw’r fannod cyn llafariad. Nid oes newid i’w weld ar eiriau llafariad-dechrau, felly ardal yn aros ardal."
c000896,None,Article,y,stori,story,noun-fem,Dw i wedi darllen y,eisoes.,stori,NONE,"s- doesn’t change in soft mutation, so stori stays stori after y.","Nid yw s- yn newid, felly stori yn aros stori ar ôl y."
c000897,None,Article,y,gwaith,work,noun-masc,Dw i yn y,heddiw.,gwaith,NONE,"Masculine singular nouns don’t soften after the article, so y gwaith stays gwaith.","Nid yw enwau gwrywaidd unigol yn treiglo ar ôl y fannod, felly y gwaith heb newid."
c000898,None,Article,’r,plentyn,child,noun-masc,Mae'r,yn chwerthin.,plentyn,NONE,"Masculine singular after the article: no soft mutation, so plentyn stays plentyn.","Enw gwrywaidd unigol ar ôl y fannod: dim treiglad, felly plentyn yn aros plentyn."
c000899,None,Article,’r,tŷ,house,noun-masc,Mae'r,yn lân.,tŷ,NONE,"Masculine singular after the article doesn’t soften, so tŷ stays tŷ.","Enw gwrywaidd unigol ar ôl y fannod ddim yn treiglo, felly tŷ yn aros tŷ."
c000900,None,Article,’r,pen,head,noun-masc,Mae'r,yn brifo.,pen,NONE,"Masculine singular after the article: no visible change, pen stays pen.","Enw gwrywaidd unigol ar ôl y fannod: dim newid i’w weld, pen yn aros pen."
c000901,None,Article,’r,bwyd,food,noun-masc,Mae'r,yn barod.,bwyd,NONE,"Masculine singular after the article doesn’t soften, so bwyd stays bwyd.","Enw gwrywaidd unigol ar ôl y fannod ddim yn treiglo, felly bwyd yn aros bwyd."
c000902,None,Article,’r,diwedd,end,noun-masc,Mae'r,yn nesáu.,diwedd,NONE,Masculine singular after the article: diwedd stays diwedd.,Enw gwrywaidd unigol ar ôl y fannod: diwedd yn aros diwedd.
c000903,None,Article,’r,dechrau,start/beginning,noun-masc,Dyma'r,felly paid â stopio nawr.,dechrau,NONE,Masculine singular after the article: dechrau stays dechrau.,Enw gwrywaidd unigol ar ôl y fannod: dechrau yn aros dechrau.
c000904,None,Article,’r,cynllun,plan,noun-masc,Mae'r,yn gweithio.,cynllun,NONE,"Masculine singular after the article doesn’t soften, so cynllun stays cynllun.","Enw gwrywaidd unigol ar ôl y fannod ddim yn treiglo, felly cynllun yn aros cynllun."
c000905,None,Article,’r,cyngor,council / advice,noun-masc,Gofynnais i'r,am help.,cyngor,NONE,Masculine singular after the article: cyngor stays cyngor.,Enw gwrywaidd unigol ar ôl y fannod: cyngor yn aros cyngor.
c000906,None,Article,’r,cig,meat,noun-masc,Dw i'n prynu'r,yn aml.,cig,NONE,Masculine singular after the article: cig stays cig.,Enw gwrywaidd unigol ar ôl y fannod: cig yn aros cig.
c000907,None,Article,’r,cwmni,company,noun-masc,Mae'r,yn tyfu.,cwmni,NONE,"Masculine singular after the article doesn’t soften, so cwmni stays cwmni.","Enw gwrywaidd unigol ar ôl y fannod ddim yn treiglo, felly cwmni yn aros cwmni."
c000908,None,Article,’r,llyfr,book,noun-masc,Mae'r,ar y bwrdd.,llyfr,NONE,"Masculine singular after the article: no soft mutation, so llyfr stays llyfr.","Enw gwrywaidd unigol ar ôl y fannod: dim treiglad, felly llyfr yn aros llyfr."
c000909,None,Article,y,llun,picture,noun-masc,Wyt ti wedi gweld y,?,llun,NONE,"Masculine singular after y doesn’t soften, and ll- wouldn’t change anyway here—so llun stays llun.","Ar ôl y, nid yw enw gwrywaidd unigol yn treiglo, ac nid yw ll- yn newid chwaith—felly llun yn aros llun."
c000910,None,Article,’r,mis,month,noun-masc,Mae'r,yma'n brysur.,mis,NONE,Masculine singular after the article: mis stays mis.,Enw gwrywaidd unigol ar ôl y fannod: mis yn aros mis.
c000911,None,Article,yr,amser,time,noun-masc,Does gen i ddim yr,heddiw.,amser,NONE,"yr is the form of “the” used before a vowel sound, and amser starts with a vowel sound, so nothing changes.","yr yw ffurf “y” cyn llafariad, ac mae amser yn dechrau gyda llafariad, felly does dim newid."
c000912,None,Article,’r,tîm,team,noun-masc,Mae ’r,yn ennill.,tîm,NONE,"With masculine singular nouns, the definite article (y/’r/yr) does not cause soft mutation here, so tîm stays the same.","Gyda enwau gwrywaidd unigol, nid yw’r fannod (y/’r/yr) yn achosi treiglad meddal yma, felly mae tîm yn aros yr un fath."
c000913,"Soft, Contact",Article,’r,tref,town,noun-fem,Mae ’r,yn dawel heno.,dref,SM,"After the definite article (y/’r/yr), a feminine singular noun often takes soft mutation: t → d, so tref → dref.","Ar ôl y fannod (y/’r/yr), mae enw benywaidd unigol yn aml yn treiglo’n feddal: t → d, felly tref → dref."
c000914,"Soft, Contact",Article,y,tref,town,noun-fem,Dw i’n adnabod y,yn dda.,dref,SM,"Same pattern: y + feminine singular noun → soft mutation (t → d), so tref → dref.","Yr un patrwm: y + enw benywaidd unigol → treiglad meddal (t → d), felly tref → dref."
c000915,"Soft, Contact",Article,y,tafarn,pub,noun-fem,Roedd y,ar gau neithiwr.,dafarn,SM,"After y, this feminine singular noun soft-mutates: t → d, so tafarn → dafarn.","Ar ôl y, mae’r enw benywaidd unigol yn treiglo’n feddal: t → d, felly tafarn → dafarn."
c000916,"Soft, Contact",Article,’r,trafodaeth,discussion,noun-fem,Mae ’r,wedi dechrau eisoes.,drafodaeth,SM,"After the article, t → d in soft mutation: trafodaeth → drafodaeth (feminine singular here).","Ar ôl y fannod, t → d mewn treiglad meddal: trafodaeth → drafodaeth (benywaidd unigol yma)."
c000917,"Soft, Contact",Article,’r,trafodaeth,discussion,noun-fem,Dyna ’r,am y cynllun newydd.,drafodaeth,SM,Same rule again: feminine singular after ’r → soft mutation (t → d).,Yr un rheol eto: benywaidd unigol ar ôl ’r → treiglad meddal (t → d).
c000918,"Soft, Contact",Article,’r,deiseb,petition,noun-fem,Darllenais i ’r,yn ofalus.,ddeiseb,SM,"Feminine singular after the article soft-mutates: d → dd, so deiseb → ddeiseb.","Enw benywaidd unigol ar ôl y fannod: d → dd, felly deiseb → ddeiseb."
c000919,"Soft, Contact",Article,y,deiseb,petition,noun-fem,Llofnodais y,ddoe.,ddeiseb,SM,"Same pattern: after y, d → dd in soft mutation, so deiseb → ddeiseb.","Yr un patrwm: ar ôl y, d → dd mewn treiglad meddal, felly deiseb → ddeiseb."
c000920,"Soft, Contact",Article,’r,gwraig,woman / wife,noun-fem,Gwelais i ’r,ddoe.,wraig,SM,Soft mutation can drop initial g-: gwraig → wraig after the article (feminine singular here).,Gall treiglad meddal ollwng g-: gwraig → wraig ar ôl y fannod (benywaidd unigol yma).
c000921,"Soft, Contact",Article,’r,gwraig,woman / wife,noun-fem,Mae ’r,yn gweithio yma.,wraig,SM,Same change: gw- loses the g in soft mutation: gwraig → wraig.,Yr un newid: mae gw- yn colli’r g mewn treiglad meddal: gwraig → wraig.
c000922,None,Article,y,rhaglen,programme,noun-fem,Roedd y,ar y teledu neithiwr.,rhaglen,NONE,"Even though the noun is feminine, words starting rh- do not show a soft-mutation change, so it stays rhaglen.","Er ei fod yn enw benywaidd, nid yw geiriau sy’n dechrau gyda rh- yn dangos newid treiglad meddal, felly rhaglen yn aros."
c000923,None,Article,’r,llinell,line,noun-fem,Mae ’r,ar y map yn anghywir.,llinell,NONE,"ll- does not show a soft-mutation change here, so it stays llinell.","Nid yw ll- yn dangos newid treiglad meddal yma, felly llinell yn aros."
c000924,None,Article,’r,swyddfa,office,noun-fem,Mae ’r,ar gau heddiw.,swyddfa,NONE,"Soft mutation doesn’t change s-, so it still looks the same: swyddfa.","Nid yw treiglad meddal yn newid s-, felly mae’n edrych yr un fath: swyddfa."
c000925,None,Article,yr,ystafell,room,noun-fem,Yr,yma yw’r un fwyaf.,ystafell,NONE,"yr is used before a vowel sound, and ystafell begins with a vowel sound, so there’s no visible change.","Defnyddir yr cyn llafariad, ac mae ystafell yn dechrau gyda sain llafariad, felly does dim newid i’w weld."
c000926,"Soft, Contact",Article,’r,gwybodaeth,information,noun-fem,Mae ’r,yn ddefnyddiol iawn.,wybodaeth,SM,"In soft mutation, initial g- can disappear: gwybodaeth → wybodaeth after the article (feminine singular here).","Mewn treiglad meddal, gall g- ar y dechrau ddiflannu: gwybodaeth → wybodaeth ar ôl y fannod (benywaidd unigol yma)."
c000927,"Soft, Contact",Article,’r,gwybodaeth,information,noun-fem,Dyma ’r,ar y wefan.,wybodaeth,SM,Same change again: g- drops in soft mutation: gwybodaeth → wybodaeth.,Yr un newid eto: mae g- yn diflannu mewn treiglad meddal: gwybodaeth → wybodaeth.
c000928,None,Article,’r,cyfnod,period,noun-masc,Mae ’r,yn anodd i bawb.,cyfnod,NONE,"Here the noun is masculine singular, so it stays in its normal form after the article.","Yma mae’r enw’n wrywaidd unigol, felly mae’n aros yn ei ffurf arferol ar ôl y fannod."
c000929,None,Article,’r,rheswm,reason,noun-masc,Dyna ’r,dros y penderfyniad.,rheswm,NONE,"Masculine singular noun after the article: no soft mutation here, so it stays rheswm.","Enw gwrywaidd unigol ar ôl y fannod: dim treiglad meddal yma, felly rheswm yn aros."
c000930,None,Article,’r,cwestiwn,question,noun-masc,Mae ’r,yn dal heb ateb.,cwestiwn,NONE,Masculine singular noun after the article: stays the same.,Enw gwrywaidd unigol ar ôl y fannod: mae’n aros yr un fath.
c000931,None,Article,’r,canlyniad,result,noun-masc,Mae ’r,yn glir erbyn hyn.,canlyniad,NONE,Masculine singular noun after the article: stays the same.,Enw gwrywaidd unigol ar ôl y fannod: mae’n aros yr un fath.
c000932,None,Article,’r,cofnod,record / entry,noun-masc,Darllenais i ’r,ddwywaith.,cofnod,NONE,Masculine singular noun after the article: stays the same.,Enw gwrywaidd unigol ar ôl y fannod: mae’n aros yr un fath.
c000933,None,Article,’r,busnes,business,noun-masc,Mae ’r,yn tyfu’n gyflym.,busnes,NONE,Masculine singular noun after the article: stays the same.,Enw gwrywaidd unigol ar ôl y fannod: mae’n aros yr un fath.
c000934,None,Article,y,polisi,policy,noun-masc,Dwi ddim yn deall y,weithiau.,polisi,NONE,Masculine singular noun after y: no change.,Enw gwrywaidd unigol ar ôl y: dim newid.
c000935,None,Article,’r,teulu,family,noun-masc,Mae ’r,yn dod dros y penwythnos.,teulu,NONE,Masculine singular noun after the article: stays the same.,Enw gwrywaidd unigol ar ôl y fannod: mae’n aros yr un fath.
c000936,None,Article,’r,arian,money,noun-masc,Ble mae ’r,?,arian,NONE,"arian starts with a vowel sound, so there’s no visible mutation to show.","Mae arian yn dechrau gyda sain llafariad, felly does dim treiglad gweladwy yma."
c000937,None,Article,’r,tywydd,weather,noun-masc,Mae ’r,yn newid yn sydyn.,tywydd,NONE,Masculine singular noun after the article: stays the same.,Enw gwrywaidd unigol ar ôl y fannod: mae’n aros yr un fath.
c000938,None,Article,’r,cymorth,help,noun-masc,Mae ’r,ar gael i bawb.,cymorth,NONE,Masculine singular noun after the article: stays the same.,Enw gwrywaidd unigol ar ôl y fannod: mae’n aros yr un fath.
c000939,None,Article,’r,croeso,welcome,noun-masc,Cawson ni ’r,gorau yno.,croeso,NONE,Masculine singular noun after the article: stays the same.,Enw gwrywaidd unigol ar ôl y fannod: mae’n aros yr un fath.
c000940,None,Article,’r,cylch,circle / ring,noun-masc,Mae ’r,yn cau am chwech.,cylch,NONE,Masculine singular noun after the article: stays the same.,Enw gwrywaidd unigol ar ôl y fannod: mae’n aros yr un fath.
c000941,None,Article,’r,gweinidog,minister,noun-masc,Mae ’r,yn siarad ar y newyddion.,gweinidog,NONE,Masculine singular noun after the article: stays the same.,Enw gwrywaidd unigol ar ôl y fannod: mae’n aros yr un fath.
c000942,None,Article,’r,mudiad,movement,noun-masc,Mae ’r,yn tyfu bob blwyddyn.,mudiad,NONE,Masculine singular noun after the article: stays the same.,Enw gwrywaidd unigol ar ôl y fannod: mae’n aros yr un fath.
c000943,"Soft, Contact",Adjective+Noun,gwefan,cyhoeddus,public,adj,Mae gwefan,ar gael i bawb.,gyhoeddus,SM,"In this pattern, the adjective after a feminine singular noun soft-mutates: c → g, so cyhoeddus → gyhoeddus.","Yn y patrwm yma, mae’r ansoddair ar ôl enw benywaidd unigol yn treiglo’n feddal: c → g, felly cyhoeddus → gyhoeddus."
c000944,"Soft, Contact",Adjective+Noun,llyfrgell,tawel,quiet,adj,Mae llyfrgell,yn y dref hon.,dawel,SM,"Adjective after a feminine singular noun soft-mutates: t → d, so tawel → dawel.","Mae ansoddair ar ôl enw benywaidd unigol yn treiglo’n feddal: t → d, felly tawel → dawel."
c000945,"Soft, Contact",Adjective+Noun,marchnad,preifat,private,adj,Mae marchnad,yma heddiw.,breifat,SM,"Adjective after a feminine singular noun soft-mutates: p → b, so preifat → breifat.","Mae ansoddair ar ôl enw benywaidd unigol yn treiglo’n feddal: p → b, felly preifat → breifat."
c000946,"Soft, Contact",Adjective+Noun,cefnogaeth,parhaus,ongoing,adj,Mae cefnogaeth,yn helpu pobl.,barhaus,SM,"Soft mutation on the following adjective: p → b, so parhaus → barhaus.","Treiglad meddal ar yr ansoddair sy’n dilyn: p → b, felly parhaus → barhaus."
c000947,"Soft, Contact",Adjective+Noun,cystadleuaeth,caled,hard / tough,adj,Roedd cystadleuaeth,neithiwr.,galed,SM,"Soft mutation on the following adjective: c → g, so caled → galed.","Treiglad meddal ar yr ansoddair sy’n dilyn: c → g, felly caled → galed."
c000948,"Soft, Contact",Adjective+Noun,cenedl,dwyieithog,bilingual,adj,Mae cenedl,yn defnyddio dwy iaith.,ddwyieithog,SM,"Soft mutation on the following adjective: d → dd, so dwyieithog → ddwyieithog.","Treiglad meddal ar yr ansoddair sy’n dilyn: d → dd, felly dwyieithog → ddwyieithog."
c000949,"Soft, Contact",Adjective+Noun,stryd,cul,narrow,adj,Mae stryd,ger yr afon.,gul,SM,"Soft mutation on the following adjective: c → g, so cul → gul.","Treiglad meddal ar yr ansoddair sy’n dilyn: c → g, felly cul → gul."
c000950,"Soft, Contact",Adjective+Noun,ymgyrch,diweddar,recent,adj,Dechreuodd ymgyrch,dros yr haf.,ddiweddar,SM,"Soft mutation on the following adjective: d → dd, so diweddar → ddiweddar.","Treiglad meddal ar yr ansoddair sy’n dilyn: d → dd, felly diweddar → ddiweddar."
c000951,"Soft, Contact",Adjective+Noun,lliw,cyson,consistent,adj,Dw i eisiau lliw,ar y wal.,gyson,SM,"Soft mutation on the adjective: c → g, so cyson → gyson.","Treiglad meddal ar yr ansoddair: c → g, felly cyson → gyson."
c000952,"Soft, Contact",Adjective+Noun,dogfen,penodol,specific / particular,adj,Mae dogfen,ar y bwrdd.,benodol,SM,"Soft mutation on the adjective: p → b, so penodol → benodol.","Treiglad meddal ar yr ansoddair: p → b, felly penodol → benodol."
c000953,"Soft, Contact",Adjective+Noun,tystiolaeth,digonol,sufficient,adj,Mae tystiolaeth,i wneud penderfyniad.,ddigonol,SM,"Soft mutation on the adjective: d → dd, so digonol → ddigonol.","Treiglad meddal ar yr ansoddair: d → dd, felly digonol → ddigonol."
c000954,"Soft, Contact",Adjective+Noun,rheol,priodol,appropriate,adj,Mae rheol,ar gyfer hyn.,briodol,SM,"Rheol is a feminine noun so the following adjective gets a soft mutation: priodol becomes briodol","Mae Rheol yn enw benywaidd felly mae'r ansoddair canlynol yn cael treiglad meddal: priodol yn dod yn briodol"
c000955,None,Adjective+Noun,eitem,lleol,local,adj,Mae eitem,yn y bag.,lleol,NONE,"The pattern would soften many adjectives after a feminine singular noun, but ll- doesn’t show a change here, so lleol stays lleol.","Byddai’r patrwm yn treiglo llawer o ansoddeiriau ar ôl enw benywaidd unigol, ond nid yw ll- yn dangos newid yma, felly lleol yn aros lleol."
c000956,None,Adjective+Noun,tasg,rhesymol,reasonable,adj,Mae tasg,i’w chwblhau heddiw.,rhesymol,NONE,"Same idea: rh- doesn’t show a soft-mutation change here, so rhesymol stays the same.","Yr un syniad: nid yw rh- yn dangos newid treiglad meddal yma, felly rhesymol yn aros yr un fath."
c000957,None,Adjective+Noun,cornel,oer,cold,adj,Mae cornel,yn y gegin.,oer,NONE,"oer starts with a vowel sound, so there’s no visible mutation to show.","Mae oer yn dechrau gyda sain llafariad, felly does dim treiglad gweladwy yma."
c000958,None,Adjective+Noun,gwasanaeth,effeithiol,effective,adj,Mae gwasanaeth,ar gael heddiw.,effeithiol,NONE,"With a masculine noun, the following adjective normally stays unchanged (no soft mutation).","Gyda enw gwrywaidd, mae’r ansoddair sy’n dilyn fel arfer yn aros heb dreiglo (dim treiglad meddal)."
